identificador_cliente,ingresos_mensuales_cop,score_credito
3294,4848025.69,509
3295,2457136.11,713
3296,8343511.34,629
3297,2441345.68,651
3298,4809768.42,462
3299,3921671.61,400
3300,5903582.23,626
3301,2229062.14,626
3302,4398278.28,454
3303,3277876.24,309
3304,7691810.98,652
3305,1592217.13,482
3306,7878837.96,754
3307,7297557.8,305
3308,3442509.16,632
3309,6982892.71,632
3310,1524737.63,557
3311,8261431.96,510
3312,5091483.59,350
3313,3483623.39,744
3314,3910599.13,676
3315,1778118.54,785
3316,8423316.5,350
3317,1582902.01,453
3318,6015331.29,609
3319,4487698.68,698
3320,8132196.77,433
3321,3071198.13,519
3322,5131025.13,462
3323,4772964.7,801
3324,6360638.4,414
3325,1789673.67,798
3326,2695281.74,771
3327,2844866.7,448
3328,6614685.43,540
3329,2661798.61,422
3330,5429140.7,368
3331,2849755.51,362
3332,7503699.64,315
3333,8083735.27,689
3334,5033149.42,557
3335,3836623.97,516
3336,2985215.98,778
3337,1658423.21,413
3338,3233200.55,679
3339,6010497.62,536
3340,5142041.91,775
3341,8097097.2,428
3342,4153196.29,809
3343,6295816.06,464
3344,4823123.78,576
3345,4990548.75,556
3346,3227975.07,431
3347,4575645.59,556
3348,4689651.98,440
3349,6387826.16,508
3350,8072607.99,818
3351,3671113.2,350
3352,1603843.37,802
3353,4873324.9,558
3354,5220121.59,477
3355,2512771.97,842
3356,6775345.17,655
3357,8391489.58,617
3358,8109577.96,663
3359,2719163.48,354
3360,7602615.33,455
3361,6372354.18,343
3362,4567695.26,841
3363,5192399.16,621
3364,7417121.26,313
3365,4756971.57,656
3366,3987093.06,782
3367,4851381.95,658
3368,5469734.59,617
3369,2661359.11,374
3370,7786535.66,493
3371,6154146.03,662
3372,5859536.2,395
3373,2016372.83,339
3374,5650052.35,696
3375,2170916.77,406
3376,1866623.26,316
3377,5096638.45,826
3378,4200055.85,798
3379,5539433.95,824
3380,1942399.61,342
3381,4403078.05,649
3382,2558464.35,329
3383,8407120.62,740
3384,5340281.53,841
3385,6249545.4,754
3386,3643011.62,393
3387,1982120.19,594
3388,8326270.21,848
3389,3361065.05,388
3390,4351418.93,802
3391,5979020.24,513
3392,1477820.54,721
3393,7133865.74,825
3394,5163362.97,491
3395,3303163.75,523
3396,1743577.49,686
3397,2469988.59,773
3398,7744243.78,502
3399,6239374.41,746
3400,3099292.4,367
3401,1772325.51,391
3402,6272430.25,477
3403,5421335.63,302
3404,4212540.58,402
3405,3918002.43,572
3406,2861062.79,833
3407,6121201.05,415
3408,8288809.8,763
3409,2565149.77,403
3410,5599239.66,558
3411,4354132.4,607
3412,4516158.8,666
3413,3129860.42,601
3414,7240971.1,326
3415,4793840.35,807
3416,5212522.14,826
3417,3494278.57,664
3418,2609020.95,597
3419,1918554.8,660
3420,6441657.81,803
3421,2712886.83,329
3422,6268542.55,738
3423,4110710.41,639
3424,4293578.57,425
3425,4678077.97,665
3426,3947501.26,742
3427,2024463.84,562
3428,3529349.03,521
3429,6078887.4,301
3430,6093647.69,693
3431,3360815.01,605
3432,4612738.91,445
3433,2692820.04,829
3434,2814678.99,827
3435,1465939.04,607
3436,7756575.16,639
3437,2817087.99,651
3438,2938243.91,508
3439,3313130.32,504
3440,2217338.12,314
3441,5902692.76,727
3442,1841029.26,775
3443,2266257.47,597
3444,5942248.43,393
3445,3745556.47,406
3446,6397224.35,718
3447,5313458.16,577
3448,3143352.45,427
3449,5985961.24,758
3450,2137170.5,337
3451,5162154.76,497
3452,4447466.36,656
3453,3228689.8,306
3454,5648835.98,631
3455,7573601.86,818
3456,8492113.84,493
3457,5675891.93,615
3458,4213882.3,300
3459,2921491.12,361
3460,3151091.84,642
3461,4752075.84,317
3462,3944399.45,670
3463,7879464.56,534
3464,3951727.37,368
3465,3988801.06,746
3466,4061448.49,307
3467,7323665.51,761
3468,5985675.91,610
3469,5722015.72,433
3470,3705829.76,684
3471,7188910.07,355
3472,1576219.8,659
3473,7569739.64,413
3474,4991799.28,387
3475,4167401.69,437
3476,4879604.42,407
3477,6105391.82,799
3478,1391911.07,834
3479,7575173.37,443
3480,4516524.58,355
3481,3769358.94,305
3482,2295368.07,841
3483,4464150.7,746
3484,4873523.95,684
3485,4206256.2,606
3486,6186352.68,601
3487,4330455.01,704
3488,8222206.56,809
3489,5614798.13,372
3490,7113841.14,564
3491,2087362.5,526
3492,4160497.31,492
3493,3725303.45,673
3494,5400273.19,309
3495,7500017.34,601
3496,1864035.17,658
3497,1822538.55,351
3498,7422287.5,398
3499,2832520.62,312
3500,6115023.43,689
3501,5208722.55,656
3502,7296833.88,310
3503,2200640.15,380
3504,2234437.35,560
3505,5309092.19,305
3506,8113926.3,757
3507,4287983.86,672
3508,3653983.12,780
3509,5668163.13,521
3510,7999229.92,380
3511,7325880.4,814
3512,8467482.0,359
3513,1462493.8,520
3514,2112578.64,648
3515,5688167.9,527
3516,7208150.36,589
3517,3353759.26,592
3518,3022319.83,492
3519,6966225.76,773
3520,1705949.35,556
3521,3959555.06,805
3522,4941826.4,687
3523,5334510.46,697
3524,6546029.13,665
3525,3854889.21,589
3526,5711327.28,608
3527,5514703.04,577
3528,5242835.92,763
3529,5911479.71,488
3530,3168034.03,477
3531,1909471.03,827
3532,2158756.04,674
3533,2916993.16,753
3534,4901425.14,516
3535,7351187.8,341
3536,6349312.06,493
3537,6981092.35,626
3538,3827024.49,672
3539,4213506.94,764
3540,4134509.58,462
3541,2681486.93,575
3542,1740759.94,663
3543,5554595.87,779
3544,8422360.12,759
3545,2501173.88,564
3546,1636130.7,838
3547,6912628.11,685
3548,3118619.25,384
3549,7273435.4,615
3550,6368344.0,542
3551,8108849.47,768
3552,4244276.1,641
3553,6066182.84,476
3554,4646954.42,429
3555,5840238.62,382
3556,4537112.12,659
3557,2658152.17,387
3558,4956861.4,831
3559,5105806.25,770
3560,7136347.71,797
3561,6595749.08,806
3562,6079299.69,653
3563,2116387.09,715
3564,6488437.29,350
3565,4902197.13,362
3566,7737516.66,388
3567,7923070.73,489
3568,1697127.45,647
3569,7208619.23,837
3570,1571421.21,475
3571,3943621.31,663
3572,5204559.82,782
3573,2366325.75,418
3574,6673459.45,468
3575,1360153.87,446
3576,2513913.15,736
3577,5481737.17,738
3578,6443590.45,488
3579,7899830.34,459
3580,6379575.89,701
3581,6136810.75,317
3582,4139256.25,439
3583,1309247.86,414
3584,2165146.66,627
3585,5148792.72,524
3586,6160935.18,738
3587,4305627.64,849
3588,6560888.88,685
3589,5057408.53,820
3590,1834068.61,552
3591,2682517.01,397
3592,7347987.21,370
3593,6519371.78,746
3594,7742286.31,389
3595,2146412.19,729
3596,8429602.25,518
3597,2807728.34,406
3598,1384815.11,775
3599,8481445.16,753
3600,3323731.98,843
3601,6109740.06,425
3602,2572112.66,446
3603,5477645.43,579
3604,7809051.9,323
3605,3605304.41,419
3606,6125828.63,596
3607,2652905.84,381
3608,5798526.87,747
3609,3722442.53,769
3610,2820699.46,722
3611,3554910.77,844
3612,2587655.69,323
3613,7793795.98,360
3614,4159745.58,383
3615,3066011.0,524
3616,4528536.46,485
3617,3607860.4,674
3618,6659818.63,371
3619,8292783.37,373
3620,4453842.33,640
3621,7499440.48,452
3622,5374214.13,395
3623,2432096.79,744
3624,6272483.74,409
3625,4996728.38,757
3626,5984366.97,350
3627,7705749.37,676
3628,4471128.91,372
3629,7788478.89,511
3630,6704816.9,731
3631,4817955.47,467
3632,5643199.38,630
3633,3644184.15,793
3634,8381900.56,442
3635,6104928.37,744
3636,1615697.34,693
3637,3651677.72,811
3638,5787863.92,627
3639,1705599.6,558
3640,1471966.18,736
3641,4540174.52,648
3642,3695369.29,814
3643,4455749.98,748
3644,3191391.83,698
3645,2485967.78,513
3646,6261832.17,845
3647,5004912.04,588
3648,2741110.32,558
3649,3601043.87,557
3650,5561016.94,687
3651,1820051.31,844
3652,2361661.67,564
3653,1827368.35,612
3654,7148684.8,339
3655,6717346.48,509
3656,6723853.11,571
3657,6457542.47,435
3658,6119575.05,359
3659,4734341.79,809
3660,5924402.78,814
3661,1576203.19,314
3662,5774543.84,554
3663,6900719.48,834
3664,4902580.19,534
3665,3874095.96,430
3666,3297472.49,316
3667,5928174.76,484
3668,6288168.63,690
3669,7570966.72,722
3670,3764805.39,741
3671,6842360.61,311
3672,5341761.93,819
3673,7656422.73,379
3674,5100247.18,601
3675,5026934.76,515
3676,5460714.99,547
3677,6695070.56,840
3678,8245771.45,571
3679,1829656.15,432
3680,1684729.14,304
3681,8050362.43,841
3682,5115104.5,440
3683,5727301.7,782
3684,4773449.93,604
3685,1974333.66,644
3686,6830243.52,569
3687,6680017.44,407
3688,3544263.91,773
3689,3504922.57,381
3690,7332457.94,383
3691,1820972.26,589
3692,7643957.07,370
3693,3147964.17,474
3694,5569490.18,762
3695,8039158.09,694
3696,6182482.01,390
3697,4283894.65,768
3698,6264646.3,733
3699,3776653.38,548
3700,3296260.6,540
3701,8476119.6,795
3702,6705689.66,639
3703,5941983.84,770
3704,3858085.43,762
3705,1653957.97,574
3706,1523609.51,314
3707,5290105.04,340
3708,6786635.59,507
3709,5169130.17,359
3710,7353652.52,664
3711,1540671.04,539
3712,3940614.95,459
3713,3006906.82,696
3714,4520365.37,799
3715,1821110.03,508
3716,8169747.82,432
3717,2907438.89,680
3718,7940615.98,732
3719,4366430.72,688
3720,8395773.76,731
3721,5289220.36,573
3722,8001996.62,650
3723,1338512.72,433
3724,6687319.4,365
3725,7801964.7,504
3726,2305988.08,597
3727,1992106.13,416
3728,4356922.77,566
3729,8022488.12,448
3730,5205183.23,493
3731,5097686.54,478
3732,2316108.05,447
3733,1305684.48,764
3734,7133008.65,304
3735,1930536.85,825
3736,5863718.69,579
3737,7885238.47,798
3738,2802293.77,735
3739,6089964.42,515
3740,1866629.75,814
3741,5647037.04,436
3742,2480308.39,579
3743,6598865.64,431
3744,3468865.32,692
3745,4636415.26,780
3746,5615899.9,812
3747,2533168.56,718
3748,6639792.29,501
3749,3479010.45,761
3750,6069077.39,501
3751,2439637.97,451
3752,6254447.15,521
3753,2222954.12,378
3754,4362566.77,499
3755,3079883.73,398
3756,6688301.8,512
3757,3186652.03,442
3758,7648364.61,688
3759,7721105.52,673
3760,2714377.47,351
3761,5719690.8,434
3762,1931567.02,710
3763,4119067.12,769
3764,6435916.45,411
3765,6047847.38,824
3766,5797844.82,343
3767,3334294.22,696
3768,4021779.64,560
3769,2041212.24,844
3770,6476964.31,687
3771,4927999.34,775
3772,6403112.55,709
3773,3092393.38,315
3774,3635955.25,401
3775,3706350.43,485
3776,1485345.35,324
3777,3755544.68,371
3778,7083792.93,317
3779,7760549.17,631
3780,5031171.87,396
3781,4579612.21,311
3782,1521937.25,310
3783,7630271.23,462
3784,1393673.54,582
3785,8102200.58,540
3786,4822356.99,344
3787,3761928.35,554
3788,7954372.73,366
3789,1475615.15,341
3790,5486259.24,683
3791,5252314.18,533
3792,2879106.89,784
3793,4387989.51,338
3794,5996300.84,310
3795,6535344.62,708
3796,1305161.38,407
3797,8045344.7,393
3798,2484582.68,383
3799,2981779.13,357
3800,3197008.81,592
3801,1572304.98,315
3802,2185975.29,776
3803,8401719.45,464
3804,3569560.51,736
3805,2130167.85,702
3806,2070337.08,685
3807,6480111.77,437
3808,7452894.38,830
3809,3150056.56,592
3810,1450548.49,774
3811,2906248.13,761
3812,1706912.97,672
3813,2044443.54,461
3814,4406858.46,343
3815,2955412.27,382
3816,5014810.33,838
3817,3125155.02,818
3818,8071868.57,710
3819,7822796.57,640
3820,5381003.96,388
3821,3851852.74,529
3822,4044257.55,317
3823,4265336.44,580
3824,6538571.12,721
3825,4551800.77,637
3826,7468455.61,565
3827,8097482.46,654
3828,3718812.3,659
3829,5337000.27,516
3830,1984407.07,620
3831,2743377.14,511
3832,4276953.52,502
3833,2784659.55,452
3834,7611235.53,728
3835,2439661.04,586
3836,4580757.92,620
3837,5661034.53,735
3838,6281420.14,795
3839,4058099.46,448
3840,7557513.29,841
3841,5391897.89,781
3842,4464456.02,625
3843,1784132.57,328
3844,4645764.17,558
3845,7209298.05,374
3846,5724695.33,797
3847,7291569.67,715
3848,4856884.03,639
3849,2152924.28,607
3850,1398206.89,540
3851,3483180.74,552
3852,6325531.39,519
3853,6989871.31,696
3854,3429420.41,635
3855,4868708.23,328
3856,4332056.11,793
3857,4255764.05,801
3858,2965710.74,453
3859,2281871.96,530
3860,2716157.62,401
3861,1698393.19,476
3862,2726541.34,531
3863,1366246.46,311
3864,5816260.48,485
3865,3577902.93,565
3866,8306641.92,434
3867,2694762.77,330
3868,3789965.71,755
3869,3876456.34,558
3870,1360850.77,403
3871,7342297.26,730
3872,1530360.11,681
3873,8069294.81,768
3874,7722935.33,812
3875,5155757.8,506
3876,5213888.14,746
3877,6007201.05,388
3878,4086760.09,494
3879,5960000.44,713
3880,1622332.4,421
3881,1689142.92,761
3882,4592059.02,415
3883,5257280.57,495
3884,7692287.01,335
3885,2053556.56,366
3886,7223065.08,580
3887,2812340.83,778
3888,4137402.27,310
3889,3579537.53,621
3890,4181117.96,539
3891,2383567.59,359
3892,4925704.54,464
3893,7071826.65,488
3894,4479044.87,786
3895,4832417.75,391
3896,7411126.61,588
3897,6383618.43,808
3898,4831271.74,374
3899,3155408.67,727
3900,7671472.58,684
3901,5454546.89,352
3902,2892262.79,474
3903,3237662.22,773
3904,7082558.24,660
3905,1617848.05,569
3906,8443063.75,706
3907,2238532.09,423
3908,7031693.38,675
3909,4142382.28,691
3910,4843956.52,481
3911,7640684.16,335
3912,4272960.57,511
3913,5169955.03,433
3914,1654957.57,790
3915,1316901.81,737
3916,3062559.09,345
3917,6200198.27,700
3918,2173107.23,787
3919,2119086.1,731
3920,4258916.38,727
3921,5964426.68,816
3922,6426918.34,761
3923,2584844.85,480
3924,1873034.66,444
3925,8070858.64,564
3926,3176797.95,705
3927,7444094.78,783
3928,7517138.44,781
3929,6862162.66,536
3930,2515601.97,824
3931,7216970.51,638
3932,6838604.03,567
3933,5596405.53,565
3934,3727854.65,827
3935,3190061.95,391
3936,2177602.33,547
3937,4970250.88,318
3938,5513878.3,689
3939,3887240.73,687
3940,4722585.29,394
3941,3917304.09,729
3942,5915243.61,336
3943,7789066.3,692
3944,2480225.89,590
3945,4046143.43,602
3946,2314253.95,700
3947,5799595.15,643
3948,6547867.67,817
3949,8009771.67,676
3950,3307877.87,464
3951,8141520.68,312
3952,1755491.24,324
3953,5641699.82,422
3954,1711355.58,428
3955,7735174.15,846
3956,5114625.21,608
3957,6119308.13,735
3958,7287332.27,481
3959,2382236.48,342
3960,1577859.25,703
3961,7627944.25,562
3962,3567519.24,369
3963,2228648.14,591
3964,4672920.91,513
3965,5607803.75,446
3966,1522988.34,324
3967,3279248.74,622
3968,1536159.09,408
3969,4326414.8,550
3970,7744720.21,781
3971,8375097.36,474
3972,5886742.39,646
3973,2463791.4,469
3974,7822115.61,301
3975,5016984.33,661
3976,2406995.05,595
3977,7936432.02,501
3978,6753777.17,588
3979,6568277.96,361
3980,6406101.07,801
3981,2742446.71,425
3982,2819248.18,348
3983,6255709.59,478
3984,2882003.8,792
3985,4458436.22,732
3986,6930413.14,601
3987,6944458.13,468
3988,4563484.76,568
3989,7003767.56,663
3990,7338076.93,399
3991,6014385.41,514
3992,2944666.14,396
3993,3272884.82,847
3994,3566856.32,636
3995,2140989.58,658
3996,3266749.27,589
3997,2808538.42,695
3998,4578367.0,659
3999,7840750.34,646
4000,2052258.28,423
4001,6485929.05,837
4002,6248437.63,721
4003,1989430.23,635
4004,7942521.32,802
4005,5392999.86,356
4006,3918823.75,375
4007,6747077.8,765
4008,3153031.3,584
4009,6293270.83,685
4010,1585920.69,558
4011,7343737.87,776
4012,4526830.1,310
4013,5884188.98,559
4014,2892912.3,692
4015,6174930.73,668
4016,6860129.99,483
4017,4707134.95,315
4018,5747633.85,805
4019,4585546.65,385
4020,7737457.86,309
4021,4884658.1,776
4022,7361022.71,463
4023,7069734.82,323
4024,4255634.71,611
4025,2956608.34,537
4026,4223791.35,761
4027,7248765.11,761
4028,2938954.26,537
4029,5075941.69,321
4030,7103896.59,479
4031,3845037.82,798
4032,5923909.39,774
4033,3068547.33,638
4034,2086812.01,830
4035,7019566.42,461
4036,2012574.09,360
4037,3253946.04,384
4038,7456787.84,846
4039,3794578.87,789
4040,8305926.52,304
4041,8354087.21,375
4042,3231587.35,552
4043,1595043.2,306
4044,6376455.65,772
4045,4547102.82,437
4046,2025420.48,657
4047,6394164.3,462
4048,1524459.35,617
4049,7565416.17,757
4050,2298298.21,552
4051,2216645.53,500
4052,2564840.55,831
4053,8213917.78,464
4054,6290819.39,531
4055,7069875.06,627
4056,4162971.9,537
4057,3721451.64,419
4058,2988284.85,549
4059,4760665.8,635
4060,5273166.88,583
4061,5848778.87,497
4062,3151253.23,715
4063,8130309.38,694
4064,2522261.19,450
4065,8252702.86,564
4066,1406964.08,519
4067,4764104.98,515
4068,3700248.43,614
4069,4533688.58,515
4070,5408784.97,634
4071,4436241.94,658
4072,4286897.32,460
4073,6575608.59,810
4074,6238309.18,456
4075,7299553.23,461
4076,3099704.66,341
4077,5688605.27,479
4078,5513402.45,602
4079,3962112.24,629
4080,4799614.3,728
4081,3559231.43,649
4082,2321279.66,419
4083,2839368.72,374
4084,2059698.25,422
4085,6218100.94,481
4086,6057237.23,556
4087,8144365.88,568
4088,6553684.58,792
4089,1674730.04,479
4090,7666565.25,448
4091,7511261.17,817
4092,4491906.31,447
4093,5518213.96,308
4094,8327763.99,477
4095,5132591.42,694
4096,7818317.16,630
4097,1897879.06,355
4098,2675573.45,506
4099,4473435.59,404
4100,5510249.02,846
4101,7176840.53,654
4102,8415487.23,788
4103,4099730.77,802
4104,1641392.58,349
4105,7068434.82,386
4106,5651541.18,602
4107,2729508.58,300
4108,4862764.89,680
4109,6644633.77,661
4110,6846964.87,680
4111,4897252.57,461
4112,3497544.62,318
4113,8310946.59,542
4114,6076210.8,428
4115,4239310.14,475
4116,3319335.21,708
4117,6563941.48,383
4118,3043720.81,675
4119,2536311.92,521
4120,5114804.0,624
4121,3387909.23,750
4122,5828117.04,715
4123,2149158.46,744
4124,6015575.95,624
4125,3339735.0,822
4126,1301749.13,465
4127,2213939.62,537
4128,8022030.72,312
4129,7544953.4,556
4130,2981985.03,813
4131,6904277.71,509
4132,5681715.47,783
4133,8290513.92,664
4134,3989960.75,524
4135,6206516.41,493
4136,1757457.2,495
4137,4152980.9,699
4138,8239487.16,356
4139,5180662.3,512
4140,3372732.42,578
4141,2165950.93,679
4142,6365404.05,416
4143,5942963.51,750
4144,3992358.74,709
4145,8146777.73,666
4146,1459860.25,412
4147,3486811.73,463
4148,7931700.3,303
4149,3610735.16,322
4150,3116220.4,391
4151,5146386.95,768
4152,7231372.6,454
4153,2042656.68,506
4154,8089749.11,380
4155,7024524.74,782
4156,2605001.84,706
4157,6426457.32,402
4158,4071702.8,539
4159,4196521.68,564
4160,6939688.67,332
4161,8232050.62,334
4162,2211922.28,548
4163,4328537.71,349
4164,4762779.58,579
4165,4009445.08,451
4166,3914961.69,836
4167,1676334.41,529
4168,6235878.07,587
4169,4440743.8,694
4170,2702515.38,752
4171,7175441.22,332
4172,7078437.39,662
4173,4802019.72,410
4174,3448844.76,420
4175,5894267.63,315
4176,3374695.38,822
4177,2999257.1,397
4178,6559705.51,415
4179,1590341.73,770
4180,1982332.99,738
4181,1348874.85,580
4182,2401190.94,648
4183,1796728.06,531
4184,8469777.05,410
4185,3379431.78,651
4186,2374729.69,311
4187,3035173.06,787
4188,8040104.12,832
4189,5045153.61,584
4190,3926690.29,844
4191,7588418.5,691
4192,4143929.95,469
4193,3712061.7,376
4194,2792434.16,596
4195,4020137.13,629
4196,3580127.36,362
4197,6176588.51,569
4198,3384995.47,515
4199,5455838.17,489
4200,1774423.59,374
4201,2677281.93,809
4202,4233317.96,392
4203,8046034.63,352
4204,4016214.3,795
4205,6081333.67,393
4206,3136628.0,528
4207,2214641.75,549
4208,1721463.52,690
4209,3498977.19,481
4210,2435159.39,566
4211,2552875.23,580
4212,6777467.02,382
4213,1414034.11,485
4214,5316232.91,830
4215,4032121.94,647
4216,4947160.0,722
4217,5352377.71,753
4218,3556247.4,566
4219,3424783.79,806
4220,6580493.32,441
4221,7573194.31,615
4222,2686587.75,531
4223,2002855.08,596
4224,7764129.81,321
4225,3819247.34,683
4226,5269485.21,425
4227,3888710.64,402
4228,2205776.82,409
4229,5543187.84,771
4230,5081014.13,364
4231,2761553.63,771
4232,4553457.12,375
4233,7038022.03,318
4234,5551067.94,683
4235,1997804.75,489
4236,5245754.78,659
4237,6359715.75,751
4238,7007464.52,378
4239,5829646.57,471
4240,2399138.78,511
4241,6413247.52,744
4242,6176861.29,448
4243,1475873.56,309
4244,4264583.21,841
4245,3697241.78,354
4246,6119766.86,479
4247,2856177.85,680
4248,5554277.85,721
4249,7875082.93,750
4250,7044177.08,392
4251,7934495.7,819
4252,8345242.96,712
4253,1376824.91,693
4254,5783737.19,630
4255,4272443.66,732
4256,7490952.33,462
4257,3113065.85,339
4258,8363412.32,384
4259,5718697.38,390
4260,7013469.3,783
4261,1916316.78,684
4262,2620896.77,492
4263,6760506.45,552
4264,1458302.96,543
4265,7181521.5,569
4266,1400432.93,318
4267,6031255.64,339
4268,3928676.23,815
4269,5702762.94,332
4270,6311426.13,749
4271,3765821.58,838
4272,2077329.63,618
4273,1801450.25,423
4274,5540339.36,671
4275,5048718.55,650
4276,6643847.27,622
4277,4970095.67,787
4278,4341609.69,750
4279,4166227.68,652
4280,1490417.7,415
4281,3716011.85,312
4282,8327345.13,619
4283,7589600.15,464
4284,3671522.08,384
4285,5532126.92,547
4286,7400536.57,731
4287,4477175.22,778
4288,1429296.62,667
4289,1836475.33,656
4290,4974827.59,707
4291,8279963.5,644
4292,6291108.7,478
4293,1810596.58,724
4294,2663398.31,840
4295,6853526.63,742
4296,7358366.27,605
4297,5747401.02,666
4298,5939846.82,335
4299,1504029.64,762
4300,7265417.87,445
4301,6975581.5,445
4302,3165053.04,679
4303,6402472.38,467
4304,2846953.17,574
4305,1590377.16,386
4306,2748183.11,453
4307,2586127.91,796
4308,3731785.58,614
4309,4312836.38,573
4310,4961480.02,561
4311,4732627.9,786
4312,3248857.16,753
4313,1510028.81,742
4314,5656731.68,561
4315,4149362.77,842
4316,3450439.53,404
4317,7541975.51,649
4318,6676551.82,737
4319,7475911.95,468
4320,4863876.12,642
4321,2242705.02,529
4322,6312794.34,322
4323,2783731.22,580
4324,4476853.62,818
4325,1768005.68,552
4326,7242220.5,703
4327,2206772.62,432
4328,7802302.05,573
4329,7522460.34,531
4330,4644995.9,844
4331,6659451.07,378
4332,5760004.53,334
4333,7082144.62,794
4334,4408996.73,409
4335,6957821.09,620
4336,4629689.08,627
4337,8074953.67,683
4338,4801879.13,663
4339,4630858.76,531
4340,6952517.4,713
4341,7215359.38,593
4342,5292321.62,846
4343,2594544.26,473
4344,4667859.26,691
4345,8270122.02,401
4346,6721500.59,592
4347,7140370.75,384
4348,1536343.59,500
4349,4668588.13,840
4350,5955672.16,596
4351,7276235.32,355
4352,1654770.31,771
4353,7437559.98,315
4354,5248486.74,365
4355,2720660.59,771
4356,3584237.56,322
4357,3329892.77,785
4358,5122185.05,714
4359,1672136.9,604
4360,2441460.34,476
4361,7151389.91,494
4362,2254748.73,312
4363,2980453.14,465
4364,4564268.36,449
4365,5023270.39,640
4366,6797995.45,473
4367,4520793.47,466
4368,6987025.27,396
4369,5752093.41,703
4370,2114318.12,376
4371,2425586.36,536
4372,4446642.82,590
4373,4157603.63,435
4374,6653518.74,666
4375,5481307.41,847
4376,4094558.18,547
4377,2529474.04,513
4378,2933227.14,369
4379,5443607.33,628
4380,4348759.4,315
4381,5007478.06,786
4382,2528877.53,473
4383,6072925.02,573
4384,7438278.93,823
4385,3157164.45,518
4386,4838902.43,812
4387,8323796.77,698
4388,3699340.53,410
4389,5584333.68,763
4390,1949409.04,392
4391,5663308.02,750
4392,1945348.77,695
4393,8206495.13,778
4394,6452771.09,615
4395,6974750.47,652
4396,6369551.4,538
4397,5546049.06,403
4398,4539372.02,328
4399,7480288.33,388
4400,8189216.81,674
4401,4893060.44,696
4402,8007052.35,663
4403,5499996.95,446
4404,5176366.15,613
4405,4572275.68,847
4406,2806871.88,751
4407,1326781.56,805
4408,3038844.83,785
4409,4970006.84,400
4410,4035711.66,406
4411,4529093.64,590
4412,8360667.18,648
4413,3821961.07,526
4414,4555717.16,349
4415,2261311.97,457
4416,1645295.67,627
4417,6882948.51,376
4418,5408918.86,753
4419,6777074.6,609
4420,2379012.15,626
4421,5417167.15,807
4422,3126225.82,406
4423,2942045.08,540
4424,1382987.3,734
4425,2238453.21,327
4426,3526730.4,548
4427,2141527.08,663
4428,8398180.77,832
4429,3522155.07,771
4430,2238332.42,838
4431,2733392.65,712
4432,5531463.24,464
4433,1761113.37,347
4434,7509525.74,783
4435,8222797.69,457
4436,3076581.43,450
4437,4540685.93,524
4438,1459368.05,559
4439,5913113.62,686
4440,4280267.62,555
4441,3244420.96,360
4442,2789227.2,695
4443,6008966.16,696
4444,4296762.62,461
4445,2593546.88,679
4446,6261585.39,742
4447,5368520.44,648
4448,7482438.8,330
4449,2145826.47,370
4450,6956799.53,696
4451,6149320.87,737
4452,2128078.75,301
4453,6302709.26,434
4454,4479140.48,445
4455,8103890.46,478
4456,2319601.72,563
4457,5928400.41,610
4458,4050256.33,503
4459,8189065.63,329
4460,3675819.25,358
4461,8227738.55,308
4462,7790698.13,623
4463,3246759.29,466
4464,7085500.79,636
4465,8468350.25,678
4466,3119173.62,541
4467,4444795.62,459
4468,5045301.3,534
4469,3423504.18,752
4470,1409906.85,498
4471,2884930.56,776
4472,3329945.57,332
4473,4493917.85,707
4474,2531937.84,388
4475,7587431.37,520
4476,6375360.16,368
4477,1913443.44,593
4478,5980665.65,536
4479,6006326.63,459
4480,8184792.45,589
4481,1321750.27,832
4482,3085113.64,634
4483,7980098.65,801
4484,8011364.19,545
4485,6488222.22,622
4486,6813495.91,628
4487,1958677.3,846
4488,4999906.01,638
4489,2967397.54,470
4490,2604769.91,409
4491,7134183.75,309
4492,2272274.58,501
4493,4674291.79,556
4494,8057763.33,561
4495,2637990.8,729
4496,8341552.65,806
4497,8458873.5,365
4498,5300443.51,334
4499,2525027.73,790
4500,3575955.19,553
4501,4356348.4,316
4502,3527134.42,560
4503,3320576.18,555
4504,8300053.91,723
4505,2404226.76,800
4506,6579960.94,585
4507,1302954.08,306
4508,5592515.22,796
4509,7894789.63,498
4510,3373125.48,717
4511,2635787.02,351
4512,5992094.52,542
4513,6430730.13,518
4514,6253819.74,817
4515,3599081.54,408
4516,3115857.3,650
4517,8182615.36,365
4518,7947756.46,309
4519,4592679.59,501
4520,7392595.84,513
4521,4556729.04,367
4522,4355600.93,626
4523,2428693.22,349
4524,4370123.61,316
4525,5169401.96,822
4526,1462031.16,605
4527,4497613.64,691
4528,6925764.77,423
4529,6196331.61,803
4530,5873130.32,524
4531,7848799.08,617
4532,1429830.47,772
4533,5310742.62,840
4534,6968911.71,657
4535,5197614.76,782
4536,3632047.98,728
4537,2281004.07,796
4538,7690454.12,771
4539,4689489.23,599
4540,7622429.42,383
4541,5518135.28,676
4542,6154183.24,612
4543,7090680.31,619
4544,6045919.92,503
4545,4165994.85,654
4546,4998160.36,593
4547,7081927.78,803
4548,3990282.13,444
4549,4094474.49,838
4550,1988968.84,316
4551,7885007.93,338
4552,1955461.47,429
4553,5967106.08,414
4554,4275000.25,749
4555,4220459.61,344
4556,6192773.22,515
4557,1783074.87,714
4558,5574681.64,564
4559,6858628.86,739
4560,7263131.86,680
4561,2527818.8,600
4562,7761417.16,470
4563,6024251.86,705
